PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21798852","CD24 enhances DNA damage-induced apoptosis by modulating NF-κB signaling in CD44-expressing breast cancer cells","Ju JH, Jang K, Lee KM, Kim M, Kim J, Yi JY, Noh DY, Shin I.","Carcinogenesis. 2011 Oct;32(10):1474-83. doi: 10.1093/carcin/bgr173. Epub 2011 Jul 27.","Ju JH","Carcinogenesis","2011","2011/07/30","","","10.1093/carcin/bgr173"
"28231844","Analysis of gene expression changes associated with human carcinoma-associated fibroblasts in non-small cell lung carcinoma","Wu X, Ruan L, Yang Y, Mei Q.","Biol Res. 2017 Feb 23;50(1):6. doi: 10.1186/s40659-017-0108-9.","Wu X","Biol Res","2017","2017/02/25","PMC5322592","","10.1186/s40659-017-0108-9"
"33925224","Isolation and Characterization of Human Colon Adenocarcinoma Stem-Like Cells Based on the Endogenous Expression of the Stem Markers","Koshkin SA, Anatskaya OV, Vinogradov AE, Uversky VN, Dayhoff GW 2nd, Bystriakova MA, Pospelov VA, Tolkunova EN.","Int J Mol Sci. 2021 Apr 28;22(9):4682. doi: 10.3390/ijms22094682.","Koshkin SA","Int J Mol Sci","2021","2021/04/30","PMC8124683","","10.3390/ijms22094682"
"31861664","Sphingolipids in Non-Alcoholic Fatty Liver Disease and Hepatocellular Carcinoma: Ceramide Turnover","Simon J, Ouro A, Ala-Ibanibo L, Presa N, Delgado TC, Martínez-Chantar ML.","Int J Mol Sci. 2019 Dec 19;21(1):40. doi: 10.3390/ijms21010040.","Simon J","Int J Mol Sci","2019","2019/12/22","PMC6982102","","10.3390/ijms21010040"
"24603891","Interleukin-6 promotes the migration and invasion of nasopharyngeal carcinoma cell lines and upregulates the expression of MMP-2 and MMP-9","Sun W, Liu DB, Li WW, Zhang LL, Long GX, Wang JF, Mei Q, Hu GQ.","Int J Oncol. 2014 May;44(5):1551-60. doi: 10.3892/ijo.2014.2323. Epub 2014 Mar 5.","Sun W","Int J Oncol","2014","2014/03/08","","","10.3892/ijo.2014.2323"
"32319557","Prostate field cancerization and exosomes: Association between CD9, early growth response 1 and fatty acid synthase","Amirrad F, Pytak PA, Sadeghiani-Pelar N, Nguyen JPT, Cauble EL, Jones AC, Bisoffi M.","Int J Oncol. 2020 Apr;56(4):957-968. doi: 10.3892/ijo.2020.4980. Epub 2020 Feb 10.","Amirrad F","Int J Oncol","2020","2020/04/23","","","10.3892/ijo.2020.4980"
"22118910","The use of dinoflagellate cysts to separate human-induced from natural variability in the trophic state of the Po River discharge plume over the last two centuries","Zonneveld KAF, Chen L, Elshanawany R, Fischer HW, Hoins M, Ibrahim MI, Pittauerova D, Versteegh GJM.","Mar Pollut Bull. 2012 Jan;64(1):114-132. doi: 10.1016/j.marpolbul.2011.10.012. Epub 2011 Nov 26.","Zonneveld KAF","Mar Pollut Bull","2012","2011/11/29","","","10.1016/j.marpolbul.2011.10.012"
"30362561","Loss of HACE1 promotes colorectal cancer cell migration via upregulation of YAP1","Zhou Z, Zhang HS, Zhang ZG, Sun HL, Liu HY, Gou XM, Yu XY, Huang YH.","J Cell Physiol. 2019 Jun;234(6):9663-9672. doi: 10.1002/jcp.27653. Epub 2018 Oct 26.","Zhou Z","J Cell Physiol","2019","2018/10/27","","","10.1002/jcp.27653"
"29549048","The kinetic analysis of the N-methylation of 4-phenylpyridine by nicotinamide N-methyltransferase: Evidence for a novel mechanism of substrate inhibition","van Haren MJ, Thomas MG, Sartini D, Barlow DJ, Ramsden DB, Emanuelli M, Klamt F, Martin NI, Parsons RB.","Int J Biochem Cell Biol. 2018 May;98:127-136. doi: 10.1016/j.biocel.2018.03.010. Epub 2018 Mar 13.","van Haren MJ","Int J Biochem Cell Biol","2018","2018/03/18","","","10.1016/j.biocel.2018.03.010"
"32851774","MicroRNA-195 controls MICU1 expression and tumor growth in ovarian cancer","Rao G, Dwivedi SKD, Zhang Y, Dey A, Shameer K, Karthik R, Srikantan S, Hossen MN, Wren JD, Madesh M, Dudley JT, Bhattacharya R, Mukherjee P.","EMBO Rep. 2020 Oct 5;21(10):e48483. doi: 10.15252/embr.201948483. Epub 2020 Aug 27.","Rao G","EMBO Rep","2020","2020/08/28","PMC7534609","","10.15252/embr.201948483"
"22849868","Integrated QSAR study for inhibitors of Hedgehog Signal Pathway against multiple cell lines:a collaborative filtering method","Gao J, Che D, Zheng VW, Zhu R, Liu Q.","BMC Bioinformatics. 2012 Jul 31;13:186. doi: 10.1186/1471-2105-13-186.","Gao J","BMC Bioinformatics","2012","2012/08/02","PMC3522553","","10.1186/1471-2105-13-186"
"30413959","Preoperative radiomic signature based on multiparametric magnetic resonance imaging for noninvasive evaluation of biological characteristics in rectal cancer","Meng X, Xia W, Xie P, Zhang R, Li W, Wang M, Xiong F, Liu Y, Fan X, Xie Y, Wan X, Zhu K, Shan H, Wang L, Gao X.","Eur Radiol. 2019 Jun;29(6):3200-3209. doi: 10.1007/s00330-018-5763-x. Epub 2018 Nov 9.","Meng X","Eur Radiol","2019","2018/11/11","","","10.1007/s00330-018-5763-x"
"35008645","A Multi-Omics Network of a Seven-Gene Prognostic Signature for Non-Small Cell Lung Cancer","Ye Q, Falatovich B, Singh S, Ivanov AV, Eubank TD, Guo NL.","Int J Mol Sci. 2021 Dec 25;23(1):219. doi: 10.3390/ijms23010219.","Ye Q","Int J Mol Sci","2021","2022/01/11","PMC8745553","","10.3390/ijms23010219"
"30842549","Regnase-1-mediated post-transcriptional regulation is essential for hematopoietic stem and progenitor cell homeostasis","Kidoya H, Muramatsu F, Shimamura T, Jia W, Satoh T, Hayashi Y, Naito H, Kunisaki Y, Arai F, Seki M, Suzuki Y, Osawa T, Akira S, Takakura N.","Nat Commun. 2019 Mar 6;10(1):1072. doi: 10.1038/s41467-019-09028-w.","Kidoya H","Nat Commun","2019","2019/03/08","PMC6403248","","10.1038/s41467-019-09028-w"
"25954907","Effects of Ganoderma lucidum (Higher Basidiomycetes) Extracts on the miRNA Profile and Telomerase Activity of the MCF-7 Breast Cancer Cell Line","Gonul O, Aydin HH, Kalmis E, Kayalar H, Ozkaya AB, Atay S, Ak H.","Int J Med Mushrooms. 2015;17(3):231-9. doi: 10.1615/intjmedmushrooms.v17.i3.30.","Gonul O","Int J Med Mushrooms","2015","2015/05/09","","","10.1615/intjmedmushrooms.v17.i3.30"
"27737881","Biphasic Rapamycin Effects in Lymphoma and Carcinoma Treatment","Liu Y, Pandeswara S, Dao V, Padrón Á, Drerup JM, Lao S, Liu A, Hurez V, Curiel TJ.","Cancer Res. 2017 Jan 15;77(2):520-531. doi: 10.1158/0008-5472.CAN-16-1140. Epub 2016 Oct 13.","Liu Y","Cancer Res","2017","2016/10/15","PMC5286917","NIHMS827001","10.1158/0008-5472.CAN-16-1140"
"25256312","MiR-96-5p influences cellular growth and is associated with poor survival in colorectal cancer patients","Ress AL, Stiegelbauer V, Winter E, Schwarzenbacher D, Kiesslich T, Lax S, Jahn S, Deutsch A, Bauernhofer T, Ling H, Samonigg H, Gerger A, Hoefler G, Pichler M.","Mol Carcinog. 2015 Nov;54(11):1442-50. doi: 10.1002/mc.22218. Epub 2014 Sep 25.","Ress AL","Mol Carcinog","2015","2014/09/27","","","10.1002/mc.22218"
"32694555","The histone lysine methyltransferase SETD8 regulates angiogenesis through HES-1 in human umbilical vein endothelial cells","Choi DK, Kim YK, Park SW, Lee H, Lee S, Kim SA, Kim SJ, Lee J, Kim W, Min SH, Yu JH.","Sci Rep. 2020 Jul 21;10(1):12089. doi: 10.1038/s41598-020-69103-x.","Choi DK","Sci Rep","2020","2020/07/23","PMC7374624","","10.1038/s41598-020-69103-x"
"30827262","Gossypetin Inhibits Solar-UV Induced Cutaneous Basal Cell Carcinoma Through Direct Inhibiting PBK/TOPK Protein Kinase","Wang L, Zhang Z, Ge R, Zhang J, Liu W, Mou K, Lv S, Mu X.","Anticancer Agents Med Chem. 2019;19(8):1029-1036. doi: 10.2174/1871520619666190301123131.","Wang L","Anticancer Agents Med Chem","2019","2019/03/05","","","10.2174/1871520619666190301123131"
"29180118","Role of bioactive lipofishins in prevention of inflammation and colon cancer","Lombardi VRM, Carrera I, Corzo L, Cacabelos R.","Semin Cancer Biol. 2019 Jun;56:175-184. doi: 10.1016/j.semcancer.2017.11.012. Epub 2017 Nov 24.","Lombardi VRM","Semin Cancer Biol","2019","2017/11/29","","","10.1016/j.semcancer.2017.11.012"
"31467637","Competing Endogenous RNA and Coexpression Network Analysis for Identification of Potential Biomarkers and Therapeutics in association with Metastasis Risk and Progression of Prostate Cancer","Pang X, Zhao Y, Wang J, Li W, Xiang Q, Zhang Z, Wu S, Liu A, Du G, Cui Y.","Oxid Med Cell Longev. 2019 Aug 5;2019:8265958. doi: 10.1155/2019/8265958. eCollection 2019.","Pang X","Oxid Med Cell Longev","2019","2019/08/31","PMC6701351","","10.1155/2019/8265958"
"29654226","Metformin Enhances the Effect of Regorafenib and Inhibits Recurrence and Metastasis of Hepatic Carcinoma After Liver Resection via Regulating Expression of Hypoxia Inducible Factors 2α (HIF-2α) and 30 kDa HIV Tat-Interacting Protein (TIP30)","Yang Q, Guo X, Yang L.","Med Sci Monit. 2018 Apr 14;24:2225-2234. doi: 10.12659/msm.906687.","Yang Q","Med Sci Monit","2018","2018/04/15","PMC5912093","","10.12659/msm.906687"
"30300664","Expression of amino acid transporter (LAT1 and 4F2hc) in pulmonary pleomorphic carcinoma","Kaira K, Kawashima O, Endoh H, Imaizumi K, Goto Y, Kamiyoshihara M, Sugano M, Yamamoto R, Osaki T, Tanaka S, Fujita A, Imai H, Kogure Y, Seki Y, Shimizu K, Mogi A, Shitara Y, Oyama T, Kanai Y, Asao T.","Hum Pathol. 2019 Feb;84:142-149. doi: 10.1016/j.humpath.2018.09.020. Epub 2018 Oct 6.","Kaira K","Hum Pathol","2019","2018/10/10","","","10.1016/j.humpath.2018.09.020"
"28056549","PEGylated long-circulating liposomes deliver homoharringtonine to suppress multiple myeloma cancer stem cells","Li M, Shi F, Fei X, Wu S, Wu D, Pan M, Luo S, Gu N, Dou J.","Exp Biol Med (Maywood). 2017 May;242(9):996-1004. doi: 10.1177/1535370216685008. Epub 2017 Jan 1.","Li M","Exp Biol Med (Maywood)","2017","2017/01/07","PMC5407585","","10.1177/1535370216685008"
"26021887","Lipoteichoic acid isolated from Lactobacillus plantarum inhibits melanogenesis in B16F10 mouse melanoma cells","Kim HR, Kim H, Jung BJ, You GE, Jang S, Chung DK.","Mol Cells. 2015;38(2):163-70. doi: 10.14348/molcells.2015.2263. Epub 2015 Jan 15.","Kim HR","Mol Cells","2015","2015/05/30","PMC4332035","","10.14348/molcells.2015.2263"
"35410432","Selective sorting and secretion of hY4 RNA fragments into extracellular vesicles mediated by methylated YBX1 to promote lung cancer progression","Li C, Wang W, Sun Y, Ni Y, Qin F, Li X, Wang T, Guo M, Sun G.","J Exp Clin Cancer Res. 2022 Apr 11;41(1):136. doi: 10.1186/s13046-022-02346-w.","Li C","J Exp Clin Cancer Res","2022","2022/04/12","PMC8996536","","10.1186/s13046-022-02346-w"
"28864681","Inhibition of Discoidin Domain Receptor 1 Reduces Collagen-mediated Tumorigenicity in Pancreatic Ductal Adenocarcinoma","Aguilera KY, Huang H, Du W, Hagopian MM, Wang Z, Hinz S, Hwang TH, Wang H, Fleming JB, Castrillon DH, Ren X, Ding K, Brekken RA.","Mol Cancer Ther. 2017 Nov;16(11):2473-2485. doi: 10.1158/1535-7163.MCT-16-0834. Epub 2017 Sep 1.","Aguilera KY","Mol Cancer Ther","2017","2017/09/03","PMC5669827","NIHMS898075","10.1158/1535-7163.MCT-16-0834"
"28524356","Association between YAP expression in neoplastic and non-neoplastic breast tissue with arsenic urinary levels","Michel-Ramirez G, Recio-Vega R, Ocampo-Gomez G, Palacios-Sanchez E, Delgado-Macias M, Delgado-Gaona M, Lantz RC, Gandolfi J, Gonzalez-Cortes T.","J Appl Toxicol. 2017 Oct;37(10):1195-1202. doi: 10.1002/jat.3481. Epub 2017 May 19.","Michel-Ramirez G","J Appl Toxicol","2017","2017/05/20","PMC5790116","NIHMS936175","10.1002/jat.3481"
"32782013","Targetable ERBB2 mutation status is an independent marker of adverse prognosis in estrogen receptor positive, ERBB2 non-amplified primary lobular breast carcinoma: a retrospective in silico analysis of public datasets","Kurozumi S, Alsaleem M, Monteiro CJ, Bhardwaj K, Joosten SEP, Fujii T, Shirabe K, Green AR, Ellis IO, Rakha EA, Mongan NP, Heery DM, Zwart W, Oesterreich S, Johnston SJ.","Breast Cancer Res. 2020 Aug 11;22(1):85. doi: 10.1186/s13058-020-01324-4.","Kurozumi S","Breast Cancer Res","2020","2020/08/13","PMC7422515","","10.1186/s13058-020-01324-4"
"25679210","Coexpression of EGFR and CXCR4 predicts poor prognosis in resected pancreatic ductal adenocarcinoma","Wu H, Zhu L, Zhang H, Shi X, Zhang L, Wang W, Xue H, Liang Z.","PLoS One. 2015 Feb 13;10(2):e0116803. doi: 10.1371/journal.pone.0116803. eCollection 2015.","Wu H","PLoS One","2015","2015/02/14","PMC4332630","","10.1371/journal.pone.0116803"
"34068568","Iridin Induces G2/M Phase Cell Cycle Arrest and Extrinsic Apoptotic Cell Death through PI3K/AKT Signaling Pathway in AGS Gastric Cancer Cells","Bhosale PB, Vetrivel P, Ha SE, Kim HH, Heo JD, Won CK, Kim SM, Kim GS.","Molecules. 2021 May 10;26(9):2802. doi: 10.3390/molecules26092802.","Bhosale PB","Molecules","2021","2021/06/02","PMC8126061","","10.3390/molecules26092802"
"31416430","Dietary restriction during the treatment of cancer: results of a systematic scoping review","Shingler E, Perry R, Mitchell A, England C, Perks C, Herbert G, Ness A, Atkinson C.","BMC Cancer. 2019 Aug 15;19(1):811. doi: 10.1186/s12885-019-5931-7.","Shingler E","BMC Cancer","2019","2019/08/17","PMC6694513","","10.1186/s12885-019-5931-7"
"29099815","Expression of Heat Shock Protein-27 (Hsp27) and P38MAPK in Esophageal Squamous Cell Carcinoma","Zhang Y, Feng Z, Wang W, Dong J, Gong X, Pu H, Chen X.","Med Sci Monit. 2017 Nov 3;23:5246-5253. doi: 10.12659/msm.904912.","Zhang Y","Med Sci Monit","2017","2017/11/04","PMC5683682","","10.12659/msm.904912"
"26190266","Simulation of metastatic progression using a computer model including chemotherapy and radiation therapy","Bethge A, Schumacher U, Wedemann G.","J Biomed Inform. 2015 Oct;57:74-87. doi: 10.1016/j.jbi.2015.07.011. Epub 2015 Jul 17.","Bethge A","J Biomed Inform","2015","2015/07/21","","","10.1016/j.jbi.2015.07.011"
"30594243","The anticancer effects of MPT0G211, a novel HDAC6 inhibitor, combined with chemotherapeutic agents in human acute leukemia cells","Tu HJ, Lin YJ, Chao MW, Sung TY, Wu YW, Chen YY, Lin MH, Liou JP, Pan SL, Yang CR.","Clin Epigenetics. 2018 Dec 29;10(1):162. doi: 10.1186/s13148-018-0595-8.","Tu HJ","Clin Epigenetics","2018","2018/12/31","PMC6310984","","10.1186/s13148-018-0595-8"
"34443536","Three-Dimensional Aggregated Spheroid Model of Hepatocellular Carcinoma Using a 96-Pillar/Well Plate","Lee SY, Teng Y, Son M, Ku B, Hwang HJ, Tergaonkar V, Chow PK, Lee DW, Nam DH.","Molecules. 2021 Aug 16;26(16):4949. doi: 10.3390/molecules26164949.","Lee SY","Molecules","2021","2021/08/27","PMC8399878","","10.3390/molecules26164949"
"31270504","Programmable bacteria induce durable tumor regression and systemic antitumor immunity","Chowdhury S, Castro S, Coker C, Hinchliffe TE, Arpaia N, Danino T.","Nat Med. 2019 Jul;25(7):1057-1063. doi: 10.1038/s41591-019-0498-z. Epub 2019 Jul 3.","Chowdhury S","Nat Med","2019","2019/07/05","PMC6688650","NIHMS1530252","10.1038/s41591-019-0498-z"
"34016486","Downregulation of ARMC8 promotes tumorigenesis through activating Wnt/β-catenin pathway and EMT in cutaneous squamous cell carcinomas","Li X, Zhang C, Yuan Y, Wang Y, Lu S, Zhou Z, Zhen P, Zhou M.","J Dermatol Sci. 2021 Jun;102(3):184-192. doi: 10.1016/j.jdermsci.2021.05.002. Epub 2021 May 10.","Li X","J Dermatol Sci","2021","2021/05/21","","","10.1016/j.jdermsci.2021.05.002"
"35196484","Nucleoporin-93 reveals a common feature of aggressive breast cancers: robust nucleocytoplasmic transport of transcription factors","Nataraj NB, Noronha A, Lee JS, Ghosh S, Mohan Raju HR, Sekar A, Zuckerman B, Lindzen M, Tarcitano E, Srivastava S, Selitrennik M, Livneh I, Drago-Garcia D, Rueda O, Caldas C, Lev S, Geiger T, Ciechanover A, Ulitsky I, Seger R, Ruppin E, Yarden Y.","Cell Rep. 2022 Feb 22;38(8):110418. doi: 10.1016/j.celrep.2022.110418.","Nataraj NB","Cell Rep","2022","2022/02/23","PMC8957480","NIHMS1785296","10.1016/j.celrep.2022.110418"
"26313232","Quantitative CT Scanning Analysis of Pure Ground-Glass Opacity Nodules Predicts Further CT Scanning Change","Bak SH, Lee HY, Kim JH, Um SW, Kwon OJ, Han J, Kim HK, Kim J, Lee KS.","Chest. 2016 Jan;149(1):180-91. doi: 10.1378/chest.15-0034. Epub 2016 Jan 6.","Bak SH","Chest","2016","2015/08/28","","","10.1378/chest.15-0034"
"27195297","Roe Protein Hydrolysates of Giant Grouper (Epinephelus lanceolatus) Inhibit Cell Proliferation of Oral Cancer Cells Involving Apoptosis and Oxidative Stress","Yang JI, Tang JY, Liu YS, Wang HR, Lee SY, Yen CY, Chang HW.","Biomed Res Int. 2016;2016:8305073. doi: 10.1155/2016/8305073. Epub 2016 Apr 18.","Yang JI","Biomed Res Int","2016","2016/05/20","PMC4852358","","10.1155/2016/8305073"
"34935054","Dichloromethane fractions of Calystegia soldanella induce S‑phase arrest and apoptosis in HT‑29 human colorectal cancer cells","Kim IH, Eom T, Park JY, Kim HJ, Nam TJ.","Mol Med Rep. 2022 Feb;25(2):60. doi: 10.3892/mmr.2021.12576. Epub 2021 Dec 22.","Kim IH","Mol Med Rep","2022","2021/12/22","PMC8767546","","10.3892/mmr.2021.12576"
"33208876","A pipecolic acid-rich branched cyclic depsipeptide ulleungamide C from a Streptomyces species induces G0/G1 cell cycle arrest in promyelocytic leukemia cells","Son S, Jang M, Lee B, Jang JP, Hong YS, Kim BY, Ko SK, Jang JH, Ahn JS.","J Antibiot (Tokyo). 2021 Mar;74(3):181-189. doi: 10.1038/s41429-020-00385-z. Epub 2020 Nov 18.","Son S","J Antibiot (Tokyo)","2021","2020/11/19","","","10.1038/s41429-020-00385-z"
"34023543","A humanised rat model of osteosarcoma reveals ultrastructural differences between bone and mineralised tumour tissue","Lahr CA, Landgraf M, Wagner F, Cipitria A, Moreno-Jiménez I, Bas O, Schmutz B, Meinert C, Cavalcanti ADS, Mashimo T, Miyasaka Y, Holzapfel BM, Shafiee A, McGovern JA, Hutmacher DW.","Bone. 2022 May;158:116018. doi: 10.1016/j.bone.2021.116018. Epub 2021 May 20.","Lahr CA","Bone","2022","2021/05/23","","","10.1016/j.bone.2021.116018"
"29968393","Regulation of antitumor miR-144-5p targets oncogenes: Direct regulation of syndecan-3 and its clinical significance","Yamada Y, Arai T, Kojima S, Sugawara S, Kato M, Okato A, Yamazaki K, Naya Y, Ichikawa T, Seki N.","Cancer Sci. 2018 Sep;109(9):2919-2936. doi: 10.1111/cas.13722. Epub 2018 Jul 28.","Yamada Y","Cancer Sci","2018","2018/07/04","PMC6125479","","10.1111/cas.13722"
"26538482","Insights into immune responses in oral cancer through proteomic analysis of saliva and salivary extracellular vesicles","Winck FV, Prado Ribeiro AC, Ramos Domingues R, Ling LY, Riaño-Pachón DM, Rivera C, Brandão TB, Gouvea AF, Santos-Silva AR, Coletta RD, Paes Leme AF.","Sci Rep. 2015 Nov 5;5:16305. doi: 10.1038/srep16305.","Winck FV","Sci Rep","2015","2015/11/06","PMC4633731","","10.1038/srep16305"
"33859744","c-MYC-directed NRF2 drives malignant progression of head and neck cancer via glucose-6-phosphate dehydrogenase and transketolase activation","Tang YC, Hsiao JR, Jiang SS, Chang JY, Chu PY, Liu KJ, Fang HL, Lin LM, Chen HH, Huang YW, Chen YT, Tsai FY, Lin SF, Chuang YJ, Kuo CC.","Theranostics. 2021 Mar 11;11(11):5232-5247. doi: 10.7150/thno.53417. eCollection 2021.","Tang YC","Theranostics","2021","2021/04/16","PMC8039948","","10.7150/thno.53417"
"31698701","AEG-1/miR-221 Axis Cooperatively Regulates the Progression of Hepatocellular Carcinoma by Targeting PTEN/PI3K/AKT Signaling Pathway","Kannan M, Jayamohan S, Moorthy RK, Chabattula SC, Ganeshan M, Arockiam AJV.","Int J Mol Sci. 2019 Nov 6;20(22):5526. doi: 10.3390/ijms20225526.","Kannan M","Int J Mol Sci","2019","2019/11/09","PMC6888527","","10.3390/ijms20225526"
"28808873","Elevated Hu-Antigen Receptor (HuR) Expression is Associated with Tumor Aggressiveness and Poor Prognosis but not with COX-2 Expression in Invasive Breast Carcinoma Patients","Giaginis C, Sampani A, Kotta-Loizou I, Giannopoulou I, Danas E, Politi E, Tsourouflis G, Kouraklis G, Patsouris E, Keramopoulos A, Nakopoulou L, Theocharis S.","Pathol Oncol Res. 2018 Jul;24(3):631-640. doi: 10.1007/s12253-017-0288-1. Epub 2017 Aug 14.","Giaginis C","Pathol Oncol Res","2018","2017/08/16","","","10.1007/s12253-017-0288-1"
